sw krw krn krwf krnf vw vn force pw pn wet peff
0.53423691 4.111642 8.1401868 3.7660393 6.3662457 0.00021348542 0.00042265626 1.227449e-05 0.32889608 0.33836849 885599.63 0.081620468
0.53422764 3.9140213 8.0022054 3.5853852 6.2591656 0.00020322452 0.00041549196 1.227449e-05 0.32889461 0.33836963 885526.46 0.083919182
0.53420758 3.9352983 7.9732046 3.6140656 6.244323 0.00020432927 0.00041398617 1.227449e-05 0.32889062 0.33837272 885699.9 0.083973612
0.53421622 3.9346451 7.9054153 3.6096572 6.1885265 0.00020429535 0.00041046641 1.227449e-05 0.32888878 0.33837502 885695.64 0.084459029
0.53421282 4.0119858 7.8186865 3.6782321 6.1187908 0.00020831106 0.00040596326 1.227449e-05 0.3288833 0.3383796 885842.65 0.08452605
0.53419878 4.0500789 7.7474859 3.7186912 6.0634177 0.00021028893 0.00040226637 1.227449e-05 0.32887894 0.33838403 885866.03 0.084763255
0.53935004 4.3015845 8.0379225 3.9361803 6.3309186 0.00023290434 0.00043520406 1.2799696e-05 0.32898412 0.33836621 876118.53 0.081040515
0.54513762 4.3278055 7.9844704 3.9576668 6.2864814 0.00023432405 0.00043230996 1.2799696e-05 0.32910537 0.33834251 865108.75 0.081219752
0.55130233 4.5882076 8.0634331 4.177818 6.3542693 0.00024842322 0.0004365853 1.2799696e-05 0.32922704 0.3383225 853437.11 0.079041132
0.55764025 4.7081569 8.1071345 4.2781288 6.3920357 0.00025491773 0.00043895146 1.2799696e-05 0.32934477 0.33830713 841344.03 0.07803178
0.56413702 5.0149532 8.1263326 4.574049 6.4246173 0.00027152887 0.00043999092 1.2799696e-05 0.32945404 0.33830037 829026.49 0.076096055
0.57071793 5.1709947 8.3956096 4.6981215 6.659375 0.00027997755 0.00045457062 1.2799696e-05 0.32955803 0.33829897 816610.09 0.073710413
0.57732878 5.356299 8.3151258 4.8672872 6.5999165 0.00029001064 0.00045021292 1.2799696e-05 0.32965162 0.33830906 804081.95 0.073145266
0.58401265 5.1844028 7.8591713 4.7355664 6.2199354 0.00028070352 0.00042552579 1.2799696e-05 0.32973426 0.33833292 791495.18 0.076666103
0.59063832 5.2647996 7.7593504 4.7939841 6.1261773 0.00028505651 0.0004201211 1.2799696e-05 0.32980036 0.33837136 779078.27 0.076780442
0.59296765 5.2790988 7.1576292 4.8334132 5.6072564 0.00028583073 0.00038754159 1.2799696e-05 0.3297788 0.33844847 775094.79 0.080407001
0.59228054 5.3571573 7.3039435 4.9077571 5.7138449 0.00029005711 0.00039546361 1.2799696e-05 0.32972289 0.33850995 776454.03 0.078982074
0.59188596 5.5557994 7.169851 5.1335579 5.5875598 0.00030081236 0.00038820333 1.2799696e-05 0.32970074 0.33853801 777252.73 0.078581445
0.59162893 5.62974 6.9214818 5.2145498 5.3612829 0.00030481579 0.00037475566 1.2799696e-05 0.32966939 0.33857562 777714.05 0.079673518
0.59141049 5.5223625 6.7290639 5.1211065 5.1895202 0.00029900196 0.00036433742 1.2799696e-05 0.3296377 0.33861609 778112.04 0.081623149
0.5912518 5.2589888 6.389658 4.8979198 4.8903937 0.0002847419 0.00034596067 1.2799696e-05 0.32961056 0.33864902 778515.55 0.085846882
0.59112768 5.3608859 6.7014424 4.9865529 5.1658788 0.000290259 0.00036284188 1.2799696e-05 0.32959049 0.33867292 778779.74 0.082902735
0.59103228 5.2541306 6.169586 4.8858511 4.738198 0.00028447885 0.00033404513 1.2799696e-05 0.32957539 0.33869065 778847.07 0.087537186
0.59094244 5.1197436 5.8889207 4.7703847 4.4962222 0.00027720262 0.00031884884 1.2799696e-05 0.32956924 0.33869762 779110.8 0.090837541
0.59085985 5.1853402 5.9417979 4.8254585 4.5363228 0.00028075428 0.00032171181 1.2799696e-05 0.32956605 0.33870171 779393.43 0.089870368
0.5907964 4.9963753 5.9100816 4.6543011 4.5172408 0.00027052299 0.00031999457 1.2799696e-05 0.32956219 0.33870586 779481.94 0.091688805
